date,regime_0,regime_1,regime_2,regime_3
1997-01-01,0.047707540197878366,0.02622984599408987,0.7209057637803377,0.20515685002769415
1997-01-02,0.005671837739372174,0.043883898163031884,0.9504442640975954,3.3359624970670233e-16
1997-01-03,0.03912451552156197,0.07966338165775669,0.6183509222602739,0.26286118056040764
1997-01-06,1.899102103692702e-07,1.1431623124347888e-05,0.9998328892928771,0.00015548917378834762
1997-01-07,0.04037887484769308,0.014838804187491469,0.9274861663108345,0.01729615465398093
1997-01-08,0.021784134026221157,0.028948103274498697,0.9221374802036999,0.027130282495580218
1997-01-09,0.13272546973714533,0.1060187428583388,0.760369909004902,0.0008858783996139432
1997-01-10,0.020268418914969544,0.12243880559640045,0.8572927754886271,2.921608468683753e-15
1997-01-13,0.10707056090377025,0.12097603316979758,0.46302132039002347,0.3089320855364088
1997-01-14,0.0917518451574818,0.3168147165199133,0.5914333846501635,5.3672441528295347e-08
1997-01-15,0.008446691055069223,0.08876240560396349,0.8580245222837172,0.044766381057250025
1997-01-16,0.019908153720561938,0.03576881384062587,0.9442646852125487,5.834722626354539e-05
1997-01-17,0.1286875743127102,0.06756845697589133,0.5060918482811024,0.29765212043029604
1997-01-20,0.20584680076093864,0.05025878723185776,0.11472929411194746,0.6291651178952562
1997-01-21,0.6165888757333263,0.07303753717433564,0.07591084098659086,0.2344627461057471
1997-01-22,0.7685768021875413,0.15671732119912862,0.06421722155683185,0.01048865505649823
1997-01-23,0.8254499973289579,0.1439983715829535,0.0290863271430668,0.0014653039450218707
1997-01-24,0.7782829352560418,0.197640406084938,0.024027725009990255,4.8933649030106345e-05
1997-01-27,0.7021166811665613,0.27162166944119137,0.025909449837694137,0.00035219955455316606
1997-01-28,0.7980526906604735,0.18582418873937998,0.01115514538958674,0.004967975210559778
1997-01-29,0.8158290931945291,0.15836685632751857,0.008743419279660726,0.01706063119829158
1997-01-30,0.7202473437602186,0.21595731667292878,0.02265855890317502,0.04113678066367759
1997-01-31,0.7257756855151515,0.208132879572507,0.06608655514130606,4.8797710354974586e-06
1997-02-03,0.702695253277282,0.2593068286481215,0.03799407245140253,3.845623193816513e-06
1997-02-04,0.6603728459964232,0.29102191220916984,0.0300826154211749,0.01852262637323195
1997-02-05,0.7435456741526305,0.23431442212925363,0.014493000525837829,0.007646903192278063
1997-02-06,0.8392760967378238,0.12539706024835828,0.028405126771159393,0.006921716242658536
1997-02-07,0.7852085981258823,0.07531242380428976,0.13923443367545682,0.00024454439437118027
1997-02-10,0.8116257998360464,0.0953152345155167,0.05617481664332249,0.03688414900511447
1997-02-11,0.7767689620407063,0.13079542580843695,0.038138145813697996,0.054297466337158734
1997-02-12,0.8353447282157216,0.07409772017532071,0.02135381225257174,0.069203739356386
1997-02-13,0.8102112933875117,0.1630962931199101,0.026686988659643952,5.424832934177687e-06
1997-02-14,0.7955825326983269,0.18580683068375137,0.01789533461578443,0.0007153020021374079
1997-02-17,0.8158187629420016,0.1525607645529749,0.021496746262766004,0.01012372624225746
1997-02-18,0.8209970956968518,0.13510099928954425,0.025242655723158272,0.018659249290445608
1997-02-19,0.7278317103821506,0.21933935643672897,0.040912577393149,0.01191635578797142
1997-02-20,0.6911671880425717,0.2551580726930676,0.05367262816442378,2.1110999369430536e-06
1997-02-21,0.7432778750675054,0.22739167371298794,0.021479498935193568,0.00785095228431303
1997-02-24,0.830541019006555,0.13095133919372076,0.03501402994672323,0.0034936118530009205
1997-02-25,0.6816540395610099,0.21840493584933376,0.07348186016542045,0.02645916442423602
1997-02-26,0.006319968372837003,0.6512936905271118,0.3423863411000511,5.019951670197961e-30
1997-02-27,0.05582239028508451,0.7690444723952065,0.15940603867336775,0.015727098646341146
1997-02-28,0.1530416245267362,0.6939689007651314,0.0707916013291939,0.08219787337893866
1997-03-03,0.21181695807182474,0.7214618929452326,0.02947690738635298,0.03724424159658964
1997-03-04,0.09239492935370262,0.8444968533536082,0.06109069069897725,0.002017526593711792
1997-03-05,0.21632060221008073,0.6944671818823969,0.031937615355615595,0.05727460055190676
1997-03-06,0.10666204663303437,0.8370744964112619,0.054225593328142044,0.002037863627561744
1997-03-07,0.07129899708158917,0.8840919976376898,0.043854264112019904,0.0007547411687012154
1997-03-10,0.16376827085897444,0.7749372507229936,0.01723337313396024,0.044061105284071894
1997-03-11,0.26370534186728467,0.6594563485636576,0.007078541931291671,0.06975976763776587
1997-03-12,0.238938232583036,0.7511233674311266,0.0073885873699305596,0.0025498126159069134
1997-03-13,0.01810177330577153,0.9686772773661146,0.01322094932811378,2.0575218946802237e-18
1997-03-14,0.022730457914072414,0.946006278982046,0.013198747510439535,0.01806451559344196
1997-03-17,0.09299817745956913,0.8574767333912051,0.010016385789760666,0.03950870335946517
1997-03-18,0.06541123057630577,0.8834845892649228,0.01281126675590038,0.03829291340287103
1997-03-19,0.07412675536014923,0.9144198266273773,0.006952640561318578,0.004500777451154818
1997-03-20,0.10231469894519048,0.8750981142118347,0.0034022101603582303,0.01918497668261652
1997-03-21,0.2158074339669486,0.7257486522158675,0.0027626785154360282,0.05568123530174795
1997-03-24,0.3533555974472279,0.5137987981213094,0.0028683089854231107,0.12997729544603964
1997-03-25,0.32936007516200466,0.658121448343865,0.007702739578734703,0.004815736915395615
1997-03-26,0.3966986773921219,0.5960875372074661,0.0065601535182324726,0.0006536318821795872
1997-03-27,0.045284312829300705,0.9294279429056448,0.025287744265034835,1.9554479193890115e-14
1997-03-28,0.08681943130579563,0.8663840761941441,0.01901697358199789,0.027779518918062268
1997-03-31,0.1250362040389719,0.8449807916975794,0.01687854905940307,0.013104455204045627
1997-04-01,0.22291062886234927,0.7275346976399829,0.006531138850134543,0.0430235346475333
1997-04-02,0.3926198789500887,0.4533954417635195,0.009686215791818092,0.14429846349457376
1997-04-03,0.4211753432410025,0.29867195193097307,0.004633913419005634,0.27551879140901875
1997-04-04,0.4646505727372524,0.5223220989753912,0.013017507773937216,9.820513419158822e-06
1997-04-07,0.43147874661880053,0.5577473503610281,0.010524060851938065,0.0002498421682333922
1997-04-08,0.4447978397497548,0.5462721506536398,0.008326928454062837,0.0006030811425427222
1997-04-09,0.4806416497904436,0.5013723379509122,0.007116602794880309,0.010869409463763802
1997-04-10,0.38663049532720156,0.5741012396484824,0.015318438482001737,0.023949826542314204
1997-04-11,0.19932928001225844,0.783646185416983,0.017024500746775327,3.382398304917051e-08
1997-04-14,0.147874909783573,0.8048340765811306,0.018878863397576863,0.028412150237719407
1997-04-15,0.10987128659452434,0.879523889244507,0.010604654228461973,1.6993250657689413e-07
1997-04-16,0.18674683902919562,0.8051160980042128,0.005967505921955157,0.002169557044636397
1997-04-17,0.11773659258352151,0.8692529791888667,0.010468758854676567,0.002541669372935395
1997-04-18,0.09299132948195954,0.8566517418938778,0.010747460248974085,0.03960946837518842
1997-04-21,0.08168120700616625,0.9069243835482045,0.007789098350945938,0.0036053110946832802
1997-04-22,0.1522792917247687,0.8277730611898446,0.003305322676720206,0.016642324408666424
1997-04-23,0.1785143419569684,0.8180408220010756,0.0031487346105848577,0.0002961014313712634
1997-04-24,0.11989895474715721,0.8756889600267909,0.004377052582319213,3.503264373271768e-05
1997-04-25,0.1356208722364843,0.8600100240477137,0.0029916679546824936,0.0013774357611195786
1997-04-28,0.24894664923999146,0.7370291817006712,0.002447334547684304,0.011576834511653018
1997-04-29,0.007675645516645272,0.965120962721483,0.027203391761871813,2.550386014839509e-18
1997-04-30,0.022086278457236177,0.9646660879341714,0.012716420252013277,0.0005312133565791502
1997-05-01,0.057431064148789165,0.9059303846774999,0.004475734816648827,0.03216281635706227
1997-05-02,0.14415533029764727,0.7284404864341807,0.002423122350066147,0.12498106091810594
1997-05-05,0.21524584331290542,0.5314774900797848,0.0016534609844641437,0.25162320562284557
1997-05-06,0.21011421782710168,0.3976687397714873,0.0023252199825803317,0.38989182241883064
1997-05-07,0.11229353383012226,0.8769992884400346,0.010707172772349251,4.957493711677252e-09
1997-05-08,0.08653612681460221,0.9042463097594781,0.00839578592651871,0.0008217774994011579
1997-05-09,0.10641155116880903,0.8866627474409284,0.0040883876853335275,0.00283731370492906
1997-05-12,0.07983091370001678,0.9025651838631097,0.005842250329058154,0.011761652107815374
1997-05-13,0.06102189871279765,0.9352658856952994,0.003709690940130371,2.5246517727010385e-06
1997-05-14,0.09991710009829276,0.88893155005457,0.0018267761960036402,0.009324573651133589
1997-05-15,0.17135441430151271,0.779049055479733,0.0014177987887539524,0.048178731430000295
1997-05-16,0.05853329965966345,0.9201172695975749,0.019179111916559,0.002170318826202758
1997-05-19,0.12474567951997179,0.8396739088411601,0.007156853603103564,0.02842355803576447
1997-05-20,0.24556002622868053,0.6433133352151916,0.0041497421390418706,0.10697689641708594
1997-05-21,0.1825508850422638,0.8074460183691594,0.008275409043128042,0.0017276875454487713
1997-05-22,0.22362552701487043,0.7694751219188964,0.004800239802893706,0.002099111263339561
1997-05-23,0.3025876905656913,0.6674453300625813,0.003341817325957976,0.026625162045769184
1997-05-26,0.36734437426002975,0.5378765135196575,0.007079203646330191,0.08769990857398263
1997-05-27,0.33849370861612726,0.6431044961196506,0.018144314210552733,0.0002574810536693997
1997-05-28,0.3659248135529698,0.6174980236885702,0.010204235392403152,0.0063729273660566585
1997-05-29,0.37680212643023153,0.615320711721643,0.007267856558424847,0.0006093052897006413
1997-05-30,0.3527331043296899,0.6391089298202475,0.008156738128308869,1.2277217536161417e-06
1997-06-02,0.5260119408568078,0.4552275979249714,0.0056839101263894245,0.013076551091831382
1997-06-03,0.6859089835304288,0.2880472912115584,0.006314878119809157,0.01972884713820347
1997-06-04,0.7682312467535183,0.19171351418343915,0.006138182603648245,0.03391705645939416
1997-06-05,0.8147041911979161,0.11942477668694941,0.006198730990945146,0.05967230112418917
1997-06-06,0.6193433976895971,0.3180430702724294,0.06261353200948344,2.8489990697435315e-11
1997-06-09,0.6041998735248958,0.3599712685672845,0.03579301600757016,3.584190024972374e-05
1997-06-10,0.7072513103475142,0.270833004426579,0.014106877950853781,0.007808807275053178
1997-06-11,0.7765439403263742,0.19257967831729378,0.007899798361284323,0.02297658299504761
1997-06-12,0.6572443693147407,0.32557959418575233,0.01717532021322081,7.162862861878347e-07
1997-06-13,0.6111103290459748,0.37218709243183823,0.01603533902517515,0.0006672394970118228
1997-06-16,0.6793080895879805,0.3066024851249109,0.008961851673645587,0.005127573613462965
1997-06-17,0.5974692279188801,0.3819211064039028,0.017134632492567844,0.0034750331846493533
1997-06-18,0.7545390886313177,0.21663981389083875,0.010860301072055045,0.017960796405788463
1997-06-19,0.7594075956868535,0.18996176900177064,0.009134793247009833,0.04149584206436613
1997-06-20,0.7899366792410717,0.13413762331568713,0.006606838876000298,0.0693188585672408
1997-06-23,0.7709373524566615,0.2103476665271568,0.016329226355800655,0.0023857546603809356
1997-06-24,0.7953990351560862,0.18348897003818174,0.010524896646021973,0.010587098159709879
1997-06-25,0.6823042501305067,0.2940866279065982,0.02334553234287989,0.0002635896200153367
1997-06-26,0.6756629657571509,0.28675361143183925,0.03758043289510677,2.989915903042859e-06
1997-06-27,0.5931954314432846,0.36154280627845514,0.03897690659938491,0.006284855678875326
1997-06-30,0.45076039735470325,0.5100258543095253,0.03911965193749112,9.409639828034222e-05
1997-07-01,0.42229471409670993,0.5562500120937589,0.02121794502593822,0.00023732878359276392
1997-07-02,0.5041173009806471,0.480657853193094,0.009704341102095218,0.005520504724163614
1997-07-03,0.2476440988467055,0.721434437100009,0.030921464051040338,2.245282583758647e-12
1997-07-04,0.3200405112319114,0.632638258829902,0.025196303758304835,0.022124926179881745
1997-07-07,0.3541204386699383,0.6183249203398347,0.02520993144687313,0.0023447095433537703
1997-07-08,0.3019454427256284,0.6595351160831522,0.021622183294884318,0.01689725789633516
1997-07-09,0.38521767247335825,0.5770771695246693,0.009038886215183674,0.028666271786788846
1997-07-10,0.49806463842743337,0.45483331330595983,0.005709659920307377,0.04139238834629944
1997-07-11,0.49978225406949023,0.3994872354818487,0.006525204550983756,0.0942053058976773
1997-07-14,0.5333155944613727,0.38600986002789306,0.007361313051486185,0.07331323245924806
1997-07-15,0.3950542249696562,0.4308539395911361,0.018009300398214214,0.15608253504099343
1997-07-16,0.144714152100527,0.8293178928646833,0.02596795503119046,3.5993263609452685e-12
1997-07-17,0.1577598682088914,0.8087643257781559,0.013104283462918177,0.02037152255003459
1997-07-18,0.17724326760856055,0.8143478783775763,0.008332494645763487,7.63593680996044e-05
1997-07-21,0.28320649865186454,0.7068824428150253,0.00512358285691251,0.004787475676197658
1997-07-22,0.03192424946769158,0.9558730005531466,0.01220274997915829,3.346376218208733e-15
1997-07-23,0.04073668862279049,0.9209490443148632,0.00795397213659314,0.030360294925753366
1997-07-24,0.055732668324649376,0.8848740274364565,0.004392716607975211,0.05500058763091885
1997-07-25,0.0609102477758063,0.9279240355204389,0.003345331716111423,0.007820384987643415
1997-07-28,0.06836032011205881,0.9194132075418026,0.0024796597787425092,0.009746812567396283
1997-07-29,0.10142464123242376,0.8938583413324231,0.001520670770025645,0.003196346665127398
1997-07-30,0.06584881382138888,0.9287702991334666,0.0038172349664087743,0.0015636520787357987
1997-07-31,0.08888882574817364,0.9001994025767475,0.002171720949420797,0.008740050725658073
1997-08-01,2.1082265212835636e-05,0.9766566109651814,0.023322306769605658,6.6891811537505625e-43
1997-08-04,0.007222685962245874,0.9324062604817563,0.053390587556478,0.006980465999519864
1997-08-05,0.043686590021851636,0.9181698974637168,0.019600960652093637,0.01854255186233803
1997-08-06,0.10640790517749096,0.8275684825486548,0.006923231711467917,0.059100380562386486
1997-08-07,0.14049587217922824,0.8543624237886867,0.004208478568802207,0.0009332254632829136
1997-08-08,0.0014642920431431018,0.9871045133416049,0.011431194615252055,5.565019910515466e-29
1997-08-11,0.028333514736359984,0.9366809775668966,0.004077055714975596,0.030908451981767927
1997-08-12,0.060530149168556396,0.928490230648667,0.0018349580396219997,0.009144662143154758
1997-08-13,0.0718279150638682,0.8996066279213729,0.0016822064138992678,0.02688325060085957
1997-08-14,0.08289407401634837,0.9156118930601255,0.0014796797909267946,1.4353132599265587e-05
1997-08-15,0.1514475115735843,0.8231390522867339,0.00122009463882251,0.024193341500859375
1997-08-18,0.22635806438303674,0.7695398926716249,0.0020131106216017937,0.0020889323237363745
